T,RH,AH,,,,,,,,,,,,,,
17.9,57.8,1.1751,,,,,,,,,,,,,,
18.1,56.4,1.1645,,,,,,,,,,,,,,
18.2,55.9,1.1547,,,,,,,,,,,,,,
19.7,49.1,1.1148,,,,,,,,,,,,,,
20.8,45.8,1.1126,,,,,,,,,,,,,,
20.5,46.0,1.1000,,,,,,,,,,,,,,
18.9,50.6,1.0927,,,,,,,,,,,,,,
18.4,51.6,1.0832,,,,,,,,,,,,,,
17.9,52.6,1.0711,,,,,,,,,,,,,,
17.1,54.2,1.0503,,,,,,,,,,,,,,
16.5,56.2,1.0455,,,,,,,,,,,,,,
16.7,54.1,1.0212,,,,,,,,,,,,,,
15.4,57.7,1.0008,,,,,,,,,,,,,,
15.5,57.1,0.9971,,,,,,,,,,,,,,
15.6,55.9,0.9850,,,,,,,,,,,,,,
14.8,58.4,0.9777,,,,,,,,,,,,,,
14.8,57.9,0.9662,,,,,,,,,,,,,,
14.6,57.6,0.9517,,,,,,,,,,,,,,
14.6,57.1,0.9428,,,,,,,,,,,,,,
14.4,57.6,0.9416,,,,,,,,,,,,,,
14.5,57.4,0.9413,,,,,,,,,,,,,,
14.3,58.4,0.9501,,,,,,,,,,,,,,
14.7,57.4,0.9564,,,,,,,,,,,,,,
14.3,58.1,0.9404,,,,,,,,,,,,,,
14.0,58.3,0.9294,,,,,,,,,,,,,,
15.4,53.2,0.9246,,,,,,,,,,,,,,
16.5,49.9,0.9289,,,,,,,,,,,,,,
17.4,47.6,0.9387,,,,,,,,,,,,,,
18.0,46.1,0.9401,,,,,,,,,,,,,,
17.9,46.5,0.9474,,,,,,,,,,,,,,
17.4,48.3,0.9550,,,,,,,,,,,,,,
16.0,52.6,0.9489,,,,,,,,,,,,,,
15.3,58.7,1.0154,,,,,,,,,,,,,,
15.2,55.9,0.9572,,,,,,,,,,,,,,
14.8,56.3,0.9459,,,,,,,,,,,,,,
14.7,57.8,0.9626,,,,,,,,,,,,,,
14.8,57.3,0.9603,,,,,,,,,,,,,,
14.9,57.1,0.9581,,,,,,,,,,,,,,
15.2,55.5,0.9521,,,,,,,,,,,,,,
15.3,55.4,0.9564,,,,,,,,,,,,,,
15.1,56.9,0.9673,,,,,,,,,,,,,,
15.0,56.4,0.9554,,,,,,,,,,,,,,
14.9,56.4,0.9474,,,,,,,,,,,,,,
15.2,54.7,0.9394,,,,,,,,,,,,,,
15.1,55.4,0.9439,,,,,,,,,,,,,,
14.9,56.8,0.9541,,,,,,,,,,,,,,
15.2,55.9,0.9589,,,,,,,,,,,,,,
15.3,56.3,0.9684,,,,,,,,,,,,,,
15.6,55.4,0.9725,,,,,,,,,,,,,,
16.3,53.3,0.9809,,,,,,,,,,,,,,
20.4,42.2,0.9964,,,,,,,,,,,,,,
21.9,39.4,1.0234,,,,,,,,,,,,,,
21.5,41.2,1.0399,,,,,,,,,,,,,,
22.2,41.4,1.0970,,,,,,,,,,,,,,
21.0,46.8,1.1508,,,,,,,,,,,,,,
21.9,44.9,1.1635,,,,,,,,,,,,,,
21.5,46.7,1.1837,,,,,,,,,,,,,,
19.7,56.6,1.2811,,,,,,,,,,,,,,
18.8,60.8,1.3036,,,,,,,,,,,,,,
19.3,59.6,1.3195,,,,,,,,,,,,,,
17.6,69.2,1.3803,,,,,,,,,,,,,,
16.4,77.1,1.4243,,,,,,,,,,,,,,
16.6,77.3,1.4491,,,,,,,,,,,,,,
15.9,78.1,1.4039,,,,,,,,,,,,,,
15.1,82.3,1.4009,,,,,,,,,,,,,,
14.8,83.8,1.4005,,,,,,,,,,,,,,
14.4,84.6,1.3794,,,,,,,,,,,,,,
15.8,77.6,1.3792,,,,,,,,,,,,,,
15.2,79.4,1.3605,,,,,,,,,,,,,,
14.8,81.9,1.3735,,,,,,,,,,,,,,
14.6,82.9,1.3706,,,,,,,,,,,,,,
14.8,80.4,1.3428,,,,,,,,,,,,,,
15.6,77.1,1.3527,,,,,,,,,,,,,,
17.3,70.9,1.3876,,,,,,,,,,,,,,
22.2,51.3,1.3543,,,,,,,,,,,,,,
24.4,43.9,1.3184,,,,,,,,,,,,,,
22.7,47.6,1.2989,,,,,,,,,,,,,,
20.5,61.5,1.4673,,,,,,,,,,,,,,
23.3,40.4,1.1421,,,,,,,,,,,,,,
23.2,39.9,1.1172,,,,,,,,,,,,,,
21.5,44.5,1.1290,,,,,,,,,,,,,,
20.9,48.5,1.1878,,,,,,,,,,,,,,
19.8,53.1,1.2160,,,,,,,,,,,,,,
20.1,53.6,1.2477,,,,,,,,,,,,,,
19.6,56.0,1.2623,,,,,,,,,,,,,,
18.6,60.4,1.2817,,,,,,,,,,,,,,
14.5,78.3,1.2880,,,,,,,,,,,,,,
16.3,70.5,1.2921,,,,,,,,,,,,,,
14.1,83.8,1.3460,,,,,,,,,,,,,,
14.5,81.3,1.3399,,,,,,,,,,,,,,
14.7,80.7,1.3414,,,,,,,,,,,,,,
14.5,82.1,1.3493,,,,,,,,,,,,,,
15.0,78.4,1.3333,,,,,,,,,,,,,,
14.5,80.5,1.3221,,,,,,,,,,,,,,
14.6,79.0,1.3082,,,,,,,,,,,,,,
15.0,74.8,1.2672,,,,,,,,,,,,,,
15.9,70.4,1.2658,,,,,,,,,,,,,,
17.4,62.3,1.2282,,,,,,,,,,,,,,
21.3,42.9,1.0727,,,,,,,,,,,,,,
22.0,38.9,1.0154,,,,,,,,,,,,,,
20.3,41.3,0.9745,,,,,,,,,,,,,,
20.2,45.6,1.0663,,,,,,,,,,,,,,
20.8,37.4,0.9107,,,,,,,,,,,,,,
21.6,35.9,0.9164,,,,,,,,,,,,,,
22.0,35.7,0.9329,,,,,,,,,,,,,,
19.9,42.0,0.9665,,,,,,,,,,,,,,
19.2,46.3,1.0158,,,,,,,,,,,,,,
17.9,56.9,1.1545,,,,,,,,,,,,,,
14.7,75.5,1.2554,,,,,,,,,,,,,,
15.1,78.9,1.3409,,,,,,,,,,,,,,
17.2,66.7,1.2987,,,,,,,,,,,,,,
15.4,73.2,1.2755,,,,,,,,,,,,,,
16.5,68.5,1.2753,,,,,,,,,,,,,,
16.4,70.3,1.3031,,,,,,,,,,,,,,
15.4,78.1,1.3557,,,,,,,,,,,,,,
15.8,75.5,1.3436,,,,,,,,,,,,,,
16.0,69.5,1.2549,,,,,,,,,,,,,,
15.0,71.0,1.2032,,,,,,,,,,,,,,
13.9,75.2,1.1884,,,,,,,,,,,,,,
15.9,62.1,1.1103,,,,,,,,,,,,,,
15.9,61.0,1.0911,,,,,,,,,,,,,,
17.1,58.7,1.1332,,,,,,,,,,,,,,
19.2,51.9,1.1404,,,,,,,,,,,,,,
21.5,42.6,1.0798,,,,,,,,,,,,,,
21.6,39.9,1.0156,,,,,,,,,,,,,,
21.6,40.4,1.0309,,,,,,,,,,,,,,
22.0,37.3,0.9768,,,,,,,,,,,,,,
22.1,35.2,0.9253,,,,,,,,,,,,,,
22.4,36.0,0.9621,,,,,,,,,,,,,,
20.9,40.3,0.9866,,,,,,,,,,,,,,
19.8,41.5,0.9489,,,,,,,,,,,,,,
18.2,46.0,0.9538,,,,,,,,,,,,,,
17.3,50.3,0.9837,,,,,,,,,,,,,,
15.8,57.6,1.0271,,,,,,,,,,,,,,
15.5,59.7,1.0413,,,,,,,,,,,,,,
15.5,60.6,1.0574,,,,,,,,,,,,,,
15.8,59.9,1.0676,,,,,,,,,,,,,,
14.8,64.3,1.0730,,,,,,,,,,,,,,
14.8,64.7,1.0788,,,,,,,,,,,,,,
13.8,67.6,1.0581,,,,,,,,,,,,,,
14.5,65.0,1.0672,,,,,,,,,,,,,,
14.0,67.4,1.0703,,,,,,,,,,,,,,
12.6,73.6,1.0699,,,,,,,,,,,,,,
13.3,70.4,1.0711,,,,,,,,,,,,,,
14.4,65.8,1.0773,,,,,,,,,,,,,,
16.8,57.8,1.0947,,,,,,,,,,,,,,
19.7,49.3,1.1199,,,,,,,,,,,,,,
21.1,47.2,1.1659,,,,,,,,,,,,,,
22.2,43.2,1.1427,,,,,,,,,,,,,,
21.4,47.2,1.1927,,,,,,,,,,,,,,
19.9,55.4,1.2702,,,,,,,,,,,,,,
20.3,54.0,1.2744,,,,,,,,,,,,,,
20.0,56.5,1.3051,,,,,,,,,,,,,,
19.7,57.8,1.3138,,,,,,,,,,,,,,
19.3,59.0,1.3077,,,,,,,,,,,,,,
18.5,60.3,1.2706,,,,,,,,,,,,,,
17.8,66.3,1.3410,,,,,,,,,,,,,,
17.6,65.9,1.3175,,,,,,,,,,,,,,
17.5,63.5,1.2622,,,,,,,,,,,,,,
16.5,67.2,1.2491,,,,,,,,,,,,,,
16.2,69.1,1.2590,,,,,,,,,,,,,,
14.9,74.7,1.2564,,,,,,,,,,,,,,
14.1,76.7,1.2273,,,,,,,,,,,,,,
14.0,76.6,1.2202,,,,,,,,,,,,,,
14.9,73.8,1.2400,,,,,,,,,,,,,,
15.2,73.1,1.2570,,,,,,,,,,,,,,
15.2,73.4,1.2626,,,,,,,,,,,,,,
15.2,74.7,1.2824,,,,,,,,,,,,,,
15.8,71.7,1.2780,,,,,,,,,,,,,,
16.6,68.4,1.2829,,,,,,,,,,,,,,
17.6,64.9,1.2925,,,,,,,,,,,,,,
18.3,63.8,1.3310,,,,,,,,,,,,,,
19.4,61.1,1.3652,,,,,,,,,,,,,,
20.9,58.1,1.4193,,,,,,,,,,,,,,
22.0,54.0,1.4114,,,,,,,,,,,,,,
22.8,53.0,1.4482,,,,,,,,,,,,,,
21.7,57.6,1.4756,,,,,,,,,,,,,,
21.3,60.8,1.5205,,,,,,,,,,,,,,
21.2,61.7,1.5309,,,,,,,,,,,,,,
21.2,62.2,1.5473,,,,,,,,,,,,,,
20.8,65.1,1.5782,,,,,,,,,,,,,,
19.9,69.0,1.5877,,,,,,,,,,,,,,
18.8,73.7,1.5785,,,,,,,,,,,,,,
19.2,71.3,1.5723,,,,,,,,,,,,,,
19.0,71.6,1.5549,,,,,,,,,,,,,,
19.5,69.7,1.5596,,,,,,,,,,,,,,
19.4,70.1,1.5626,,,,,,,,,,,,,,
18.4,74.5,1.5634,,,,,,,,,,,,,,
18.7,73.4,1.5701,,,,,,,,,,,,,,
18.4,74.6,1.5631,,,,,,,,,,,,,,
18.5,74.4,1.5661,,,,,,,,,,,,,,
18.8,73.0,1.5737,,,,,,,,,,,,,,
19.9,69.9,1.6036,,,,,,,,,,,,,,
21.3,66.1,1.6556,,,,,,,,,,,,,,
23.0,61.8,1.7135,,,,,,,,,,,,,,
22.4,64.6,1.7271,,,,,,,,,,,,,,
23.8,59.9,1.7376,,,,,,,,,,,,,,
24.7,56.9,1.7472,,,,,,,,,,,,,,
25.4,55.1,1.7610,,,,,,,,,,,,,,
25.7,54.5,1.7684,,,,,,,,,,,,,,
24.8,57.7,1.7765,,,,,,,,,,,,,,
24.6,58.9,1.8005,,,,,,,,,,,,,,
23.9,61.8,1.8088,,,,,,,,,,,,,,
23.0,65.9,1.8319,,,,,,,,,,,,,,
22.4,67.7,1.8161,,,,,,,,,,,,,,
22.0,69.2,1.8061,,,,,,,,,,,,,,
21.8,69.6,1.7900,,,,,,,,,,,,,,
21.9,68.3,1.7699,,,,,,,,,,,,,,
21.7,69.7,1.7872,,,,,,,,,,,,,,
21.3,70.3,1.7574,,,,,,,,,,,,,,
20.8,71.7,1.7415,,,,,,,,,,,,,,
21.4,69.0,1.7421,,,,,,,,,,,,,,
21.4,69.3,1.7515,,,,,,,,,,,,,,
21.3,69.5,1.7447,,,,,,,,,,,,,,
21.5,67.5,1.7080,,,,,,,,,,,,,,
21.9,64.8,1.6830,,,,,,,,,,,,,,
22.6,61.4,1.6645,,,,,,,,,,,,,,
22.6,61.5,1.6636,,,,,,,,,,,,,,
25.5,52.3,1.6796,,,,,,,,,,,,,,
27.0,47.6,1.6700,,,,,,,,,,,,,,
25.2,53.3,1.6834,,,,,,,,,,,,,,
26.6,49.3,1.6872,,,,,,,,,,,,,,
27.2,48.5,1.7172,,,,,,,,,,,,,,
26.9,50.0,1.7507,,,,,,,,,,,,,,
26.5,52.2,1.7769,,,,,,,,,,,,,,
27.0,51.0,1.7936,,,,,,,,,,,,,,
25.9,55.8,1.8347,,,,,,,,,,,,,,
25.1,59.4,1.8632,,,,,,,,,,,,,,
24.7,58.7,1.8001,,,,,,,,,,,,,,
23.6,62.2,1.7863,,,,,,,,,,,,,,
22.4,67.1,1.7940,,,,,,,,,,,,,,
21.6,69.2,1.7630,,,,,,,,,,,,,,
21.3,68.5,1.7164,,,,,,,,,,,,,,
21.2,68.6,1.7046,,,,,,,,,,,,,,
20.3,70.6,1.6659,,,,,,,,,,,,,,
20.8,67.3,1.6353,,,,,,,,,,,,,,
19.6,71.3,1.6120,,,,,,,,,,,,,,
18.7,74.4,1.5861,,,,,,,,,,,,,,
19.8,69.2,1.5808,,,,,,,,,,,,,,
19.8,69.4,1.5859,,,,,,,,,,,,,,
20.4,66.7,1.5781,,,,,,,,,,,,,,
22.3,60.6,1.6069,,,,,,,,,,,,,,
22.6,59.9,1.6246,,,,,,,,,,,,,,
24.5,54.5,1.6514,,,,,,,,,,,,,,
24.4,55.4,1.6712,,,,,,,,,,,,,,
26.0,51.9,1.7148,,,,,,,,,,,,,,
26.8,49.1,1.7101,,,,,,,,,,,,,,
26.4,49.8,1.6928,,,,,,,,,,,,,,
26.9,48.6,1.7017,,,,,,,,,,,,,,
26.2,48.9,1.6340,,,,,,,,,,,,,,
24.3,54.3,1.6276,,,,,,,,,,,,,,
23.3,58.1,1.6457,,,,,,,,,,,,,,
22.3,62.5,1.6616,,,,,,,,,,,,,,
21.3,66.1,1.6556,,,,,,,,,,,,,,
21.2,65.7,1.6319,,,,,,,,,,,,,,
20.3,68.1,1.6009,,,,,,,,,,,,,,
20.4,66.7,1.5830,,,,,,,,,,,,,,
19.9,67.5,1.5544,,,,,,,,,,,,,,
19.1,70.0,1.5331,,,,,,,,,,,,,,
19.3,68.1,1.5139,,,,,,,,,,,,,,
19.6,66.9,1.5125,,,,,,,,,,,,,,
18.1,72.1,1.4834,,,,,,,,,,,,,,
18.1,72.3,1.4927,,,,,,,,,,,,,,
17.6,74.8,1.4910,,,,,,,,,,,,,,
18.2,72.8,1.5048,,,,,,,,,,,,,,
20.2,65.8,1.5374,,,,,,,,,,,,,,
21.6,61.4,1.5696,,,,,,,,,,,,,,
23.3,57.5,1.6169,,,,,,,,,,,,,,
25.0,52.4,1.6356,,,,,,,,,,,,,,
25.4,50.8,1.6275,,,,,,,,,,,,,,
26.1,47.1,1.5724,,,,,,,,,,,,,,
27.0,44.2,1.5490,,,,,,,,,,,,,,
27.2,43.0,1.5246,,,,,,,,,,,,,,
25.6,48.3,1.5641,,,,,,,,,,,,,,
23.3,57.9,1.6376,,,,,,,,,,,,,,
22.2,63.6,1.6763,,,,,,,,,,,,,,
21.6,67.7,1.7228,,,,,,,,,,,,,,
21.0,69.3,1.7058,,,,,,,,,,,,,,
20.3,70.5,1.6599,,,,,,,,,,,,,,
20.0,69.5,1.6109,,,,,,,,,,,,,,
19.7,70.1,1.5891,,,,,,,,,,,,,,
19.5,70.7,1.5851,,,,,,,,,,,,,,
19.4,71.4,1.5959,,,,,,,,,,,,,,
19.3,71.1,1.5746,,,,,,,,,,,,,,
18.7,73.8,1.5704,,,,,,,,,,,,,,
18.0,75.4,1.5441,,,,,,,,,,,,,,
17.3,78.4,1.5320,,,,,,,,,,,,,,
17.5,76.6,1.5174,,,,,,,,,,,,,,
20.0,66.7,1.5401,,,,,,,,,,,,,,
19.1,70.0,1.5366,,,,,,,,,,,,,,
21.4,61.7,1.5547,,,,,,,,,,,,,,
24.6,50.4,1.5363,,,,,,,,,,,,,,
25.0,49.1,1.5295,,,,,,,,,,,,,,
25.3,46.7,1.4874,,,,,,,,,,,,,,
24.8,47.9,1.4819,,,,,,,,,,,,,,
25.3,48.0,1.5249,,,,,,,,,,,,,,
26.5,44.9,1.5278,,,,,,,,,,,,,,
25.0,50.1,1.5630,,,,,,,,,,,,,,
22.9,57.6,1.5885,,,,,,,,,,,,,,
21.7,62.9,1.6117,,,,,,,,,,,,,,
21.8,63.0,1.6190,,,,,,,,,,,,,,
21.2,63.4,1.5748,,,,,,,,,,,,,,
20.2,65.8,1.5350,,,,,,,,,,,,,,
18.4,71.5,1.5038,,,,,,,,,,,,,,
17.9,72.4,1.4758,,,,,,,,,,,,,,
16.9,75.4,1.4393,,,,,,,,,,,,,,
16.5,75.5,1.4056,,,,,,,,,,,,,,
15.4,79.0,1.3735,,,,,,,,,,,,,,
15.5,78.6,1.3700,,,,,,,,,,,,,,
16.2,76.9,1.4029,,,,,,,,,,,,,,
15.8,79.6,1.4170,,,,,,,,,,,,,,
16.0,76.3,1.3772,,,,,,,,,,,,,,
16.3,74.3,1.3644,,,,,,,,,,,,,,
18.7,66.3,1.4140,,,,,,,,,,,,,,
20.5,60.2,1.4346,,,,,,,,,,,,,,
19.3,66.2,1.4706,,,,,,,,,,,,,,
20.0,63.9,1.4805,,,,,,,,,,,,,,
21.4,59.4,1.4928,,,,,,,,,,,,,,
21.5,60.9,1.5398,,,,,,,,,,,,,,
21.6,60.9,1.5551,,,,,,,,,,,,,,
21.6,62.0,1.5784,,,,,,,,,,,,,,
21.7,61.9,1.5920,,,,,,,,,,,,,,
21.0,64.9,1.5987,,,,,,,,,,,,,,
20.0,68.6,1.5882,,,,,,,,,,,,,,
19.3,71.4,1.5805,,,,,,,,,,,,,,
18.5,73.4,1.5461,,,,,,,,,,,,,,
17.7,75.6,1.5226,,,,,,,,,,,,,,
18.5,70.4,1.4870,,,,,,,,,,,,,,
17.0,76.1,1.4582,,,,,,,,,,,,,,
16.8,74.9,1.4258,,,,,,,,,,,,,,
15.5,78.5,1.3782,,,,,,,,,,,,,,
15.3,79.0,1.3605,,,,,,,,,,,,,,
15.0,77.9,1.3197,,,,,,,,,,,,,,
14.8,79.4,1.3312,,,,,,,,,,,,,,
15.7,77.0,1.3591,,,,,,,,,,,,,,
16.2,75.9,1.3872,,,,,,,,,,,,,,
16.3,75.9,1.3991,,,,,,,,,,,,,,
17.7,70.6,1.4202,,,,,,,,,,,,,,
18.3,67.6,1.4103,,,,,,,,,,,,,,
20.1,62.0,1.4409,,,,,,,,,,,,,,
22.6,54.5,1.4737,,,,,,,,,,,,,,
24.6,47.1,1.4378,,,,,,,,,,,,,,
24.9,48.3,1.4942,,,,,,,,,,,,,,
24.9,50.0,1.5522,,,,,,,,,,,,,,
24.0,55.0,1.6211,,,,,,,,,,,,,,
23.2,58.7,1.6510,,,,,,,,,,,,,,
22.5,61.5,1.6579,,,,,,,,,,,,,,
22.2,61.0,1.6071,,,,,,,,,,,,,,
22.6,58.3,1.5829,,,,,,,,,,,,,,
21.0,57.4,1.4098,,,,,,,,,,,,,,
19.8,63.7,1.4524,,,,,,,,,,,,,,
17.7,78.8,1.5855,,,,,,,,,,,,,,
17.6,80.5,1.6062,,,,,,,,,,,,,,
17.4,81.3,1.6066,,,,,,,,,,,,,,
17.4,81.0,1.6012,,,,,,,,,,,,,,
17.2,81.8,1.5856,,,,,,,,,,,,,,
17.0,81.0,1.5521,,,,,,,,,,,,,,
16.8,81.3,1.5447,,,,,,,,,,,,,,
17.6,78.8,1.5723,,,,,,,,,,,,,,
18.0,75.7,1.5527,,,,,,,,,,,,,,
18.0,74.8,1.5281,,,,,,,,,,,,,,
18.2,74.0,1.5343,,,,,,,,,,,,,,
19.7,65.4,1.4854,,,,,,,,,,,,,,
21.0,57.9,1.4267,,,,,,,,,,,,,,
20.7,58.6,1.4142,,,,,,,,,,,,,,
19.5,67.1,1.5060,,,,,,,,,,,,,,
18.5,76.2,1.6045,,,,,,,,,,,,,,
19.6,69.7,1.5675,,,,,,,,,,,,,,
19.9,65.3,1.5066,,,,,,,,,,,,,,
20.0,63.3,1.4622,,,,,,,,,,,,,,
19.2,66.4,1.4592,,,,,,,,,,,,,,
19.3,67.5,1.4977,,,,,,,,,,,,,,
18.2,71.4,1.4776,,,,,,,,,,,,,,
17.8,71.2,1.4396,,,,,,,,,,,,,,
17.6,69.9,1.3969,,,,,,,,,,,,,,
16.0,75.9,1.3721,,,,,,,,,,,,,,
16.9,72.0,1.3749,,,,,,,,,,,,,,
15.7,76.3,1.3519,,,,,,,,,,,,,,
14.8,78.7,1.3169,,,,,,,,,,,,,,
14.8,79.7,1.3286,,,,,,,,,,,,,,
14.6,79.9,1.3156,,,,,,,,,,,,,,
15.2,78.0,1.3382,,,,,,,,,,,,,,
15.5,77.2,1.3502,,,,,,,,,,,,,,
15.7,76.4,1.3558,,,,,,,,,,,,,,
16.0,76.4,1.3751,,,,,,,,,,,,,,
16.7,73.8,1.3886,,,,,,,,,,,,,,
18.6,66.3,1.4047,,,,,,,,,,,,,,
20.4,58.1,1.3762,,,,,,,,,,,,,,
20.6,57.3,1.3792,,,,,,,,,,,,,,
21.6,53.6,1.3669,,,,,,,,,,,,,,
21.4,55.6,1.4015,,,,,,,,,,,,,,
20.7,63.0,1.5204,,,,,,,,,,,,,,
21.3,61.9,1.5463,,,,,,,,,,,,,,
20.8,64.0,1.5522,,,,,,,,,,,,,,
20.3,66.7,1.5656,,,,,,,,,,,,,,
19.7,64.5,1.4594,,,,,,,,,,,,,,
19.4,64.0,1.4282,,,,,,,,,,,,,,
20.1,60.8,1.4152,,,,,,,,,,,,,,
20.4,60.4,1.4263,,,,,,,,,,,,,,
20.1,62.6,1.4543,,,,,,,,,,,,,,
19.9,64.9,1.4905,,,,,,,,,,,,,,
18.2,74.7,1.5441,,,,,,,,,,,,,,
18.4,73.8,1.5463,,,,,,,,,,,,,,
18.7,73.5,1.5664,,,,,,,,,,,,,,
18.2,76.6,1.5907,,,,,,,,,,,,,,
18.5,76.4,1.6112,,,,,,,,,,,,,,
19.3,71.6,1.5844,,,,,,,,,,,,,,
20.2,66.9,1.5643,,,,,,,,,,,,,,
20.8,64.7,1.5692,,,,,,,,,,,,,,
21.9,61.8,1.6021,,,,,,,,,,,,,,
23.5,57.7,1.6515,,,,,,,,,,,,,,
19.8,81.0,1.8538,,,,,,,,,,,,,,
20.2,86.5,2.0224,,,,,,,,,,,,,,
20.2,82.2,1.9184,,,,,,,,,,,,,,
19.7,82.2,1.8669,,,,,,,,,,,,,,
20.2,79.1,1.8500,,,,,,,,,,,,,,
20.1,75.4,1.7510,,,,,,,,,,,,,,
20.2,72.3,1.6893,,,,,,,,,,,,,,
20.0,73.3,1.6930,,,,,,,,,,,,,,
18.3,74.9,1.5583,,,,,,,,,,,,,,
18.9,70.4,1.5259,,,,,,,,,,,,,,
17.3,76.3,1.4919,,,,,,,,,,,,,,
17.1,77.9,1.5081,,,,,,,,,,,,,,
17.3,79.3,1.5569,,,,,,,,,,,,,,
17.3,79.9,1.5643,,,,,,,,,,,,,,
16.9,80.6,1.5372,,,,,,,,,,,,,,
16.9,81.4,1.5510,,,,,,,,,,,,,,
16.8,81.5,1.5418,,,,,,,,,,,,,,
16.9,79.8,1.5238,,,,,,,,,,,,,,
16.7,79.7,1.5030,,,,,,,,,,,,,,
16.8,79.0,1.4978,,,,,,,,,,,,,,
16.8,79.8,1.5115,,,,,,,,,,,,,,
16.9,79.9,1.5253,,,,,,,,,,,,,,
17.4,79.3,1.5593,,,,,,,,,,,,,,
18.0,76.6,1.5706,,,,,,,,,,,,,,
21.2,64.4,1.6015,,,,,,,,,,,,,,
22.4,60.8,1.6261,,,,,,,,,,,,,,
22.6,61.1,1.6596,,,,,,,,,,,,,,
23.6,57.3,1.6450,,,,,,,,,,,,,,
23.5,58.3,1.6640,,,,,,,,,,,,,,
22.9,61.6,1.7014,,,,,,,,,,,,,,
22.3,64.3,1.7055,,,,,,,,,,,,,,
21.6,68.0,1.7305,,,,,,,,,,,,,,
21.2,67.4,1.6755,,,,,,,,,,,,,,
20.8,65.8,1.6001,,,,,,,,,,,,,,
20.4,64.8,1.5379,,,,,,,,,,,,,,
20.1,66.7,1.5548,,,,,,,,,,,,,,
19.5,70.0,1.5711,,,,,,,,,,,,,,
19.3,70.4,1.5578,,,,,,,,,,,,,,
19.7,68.6,1.5563,,,,,,,,,,,,,,
19.7,68.2,1.5484,,,,,,,,,,,,,,
19.9,68.4,1.5673,,,,,,,,,,,,,,
18.4,74.2,1.5581,,,,,,,,,,,,,,
18.9,71.3,1.5449,,,,,,,,,,,,,,
18.1,79.0,1.6224,,,,,,,,,,,,,,
20.4,71.2,1.6834,,,,,,,,,,,,,,
20.6,70.7,1.6996,,,,,,,,,,,,,,
19.3,74.1,1.6391,,,,,,,,,,,,,,
22.2,64.4,1.7005,,,,,,,,,,,,,,
23.0,64.6,1.7851,,,,,,,,,,,,,,
24.3,57.4,1.7233,,,,,,,,,,,,,,
22.0,67.0,1.7441,,,,,,,,,,,,,,
22.9,65.7,1.8148,,,,,,,,,,,,,,
23.2,63.9,1.7957,,,,,,,,,,,,,,
23.0,62.3,1.7248,,,,,,,,,,,,,,
22.4,63.2,1.6878,,,,,,,,,,,,,,
21.7,66.6,1.7077,,,,,,,,,,,,,,
21.2,70.3,1.7476,,,,,,,,,,,,,,
20.8,70.9,1.7203,,,,,,,,,,,,,,
20.0,73.2,1.6965,,,,,,,,,,,,,,
19.7,73.7,1.6708,,,,,,,,,,,,,,
19.9,72.6,1.6681,,,,,,,,,,,,,,
20.1,71.3,1.6564,,,,,,,,,,,,,,
20.1,71.1,1.6498,,,,,,,,,,,,,,
19.6,73.2,1.6543,,,,,,,,,,,,,,
19.1,75.8,1.6568,,,,,,,,,,,,,,
18.4,77.9,1.6389,,,,,,,,,,,,,,
18.4,78.1,1.6370,,,,,,,,,,,,,,
19.2,74.7,1.6398,,,,,,,,,,,,,,
19.4,75.1,1.6766,,,,,,,,,,,,,,
19.1,75.6,1.6519,,,,,,,,,,,,,,
20.3,71.1,1.6803,,,,,,,,,,,,,,
23.1,61.3,1.7131,,,,,,,,,,,,,,
25.1,56.0,1.7565,,,,,,,,,,,,,,
25.8,56.1,1.8410,,,,,,,,,,,,,,
23.7,68.2,1.9739,,,,,,,,,,,,,,
23.1,70.8,1.9800,,,,,,,,,,,,,,
23.9,66.3,1.9361,,,,,,,,,,,,,,
23.8,65.0,1.8897,,,,,,,,,,,,,,
23.2,65.6,1.8435,,,,,,,,,,,,,,
21.8,72.7,1.8789,,,,,,,,,,,,,,
21.7,67.3,1.7256,,,,,,,,,,,,,,
21.3,66.3,1.6594,,,,,,,,,,,,,,
20.4,71.6,1.7004,,,,,,,,,,,,,,
19.6,75.3,1.6981,,,,,,,,,,,,,,
19.3,75.8,1.6762,,,,,,,,,,,,,,
18.4,76.3,1.6017,,,,,,,,,,,,,,
18.2,76.4,1.5787,,,,,,,,,,,,,,
17.9,74.8,1.5219,,,,,,,,,,,,,,
17.5,74.5,1.4781,,,,,,,,,,,,,,
17.2,74.0,1.4388,,,,,,,,,,,,,,
17.6,73.2,1.4555,,,,,,,,,,,,,,
17.9,69.3,1.4099,,,,,,,,,,,,,,
16.1,76.3,1.3902,,,,,,,,,,,,,,
17.1,72.8,1.4054,,,,,,,,,,,,,,
20.8,57.9,1.4070,,,,,,,,,,,,,,
20.6,60.2,1.4428,,,,,,,,,,,,,,
22.1,56.6,1.4851,,,,,,,,,,,,,,
24.0,50.0,1.4679,,,,,,,,,,,,,,
25.7,45.6,1.4870,,,,,,,,,,,,,,
25.5,49.7,1.5985,,,,,,,,,,,,,,
25.2,50.6,1.5989,,,,,,,,,,,,,,
25.4,50.7,1.6187,,,,,,,,,,,,,,
24.4,56.0,1.6885,,,,,,,,,,,,,,
23.0,62.1,1.7283,,,,,,,,,,,,,,
21.8,65.3,1.6889,,,,,,,,,,,,,,
20.9,67.5,1.6539,,,,,,,,,,,,,,
